timestamp,userName,requestedTemp,objectiveTemp,numUsers,numHappyUsers,distanceToBeacon,inside,lastNumberOfBeeps,lastCalculatedWeight
17:50:31,felipe,20,20,1,1,-1.00,false,3,0.3
17:50:36,felipe,20,20,1,1,-1.00,false,3,0.3
17:51:01,Maria ,26,24.45,2,1,3.25,true,3,0.86
17:51:01,Maria ,26,24.45,2,1,3.25,true,3,0.86
17:51:02,Maria ,26,24.45,2,1,3.25,true,3,0.86
17:51:02,Maria ,26,24.45,2,1,3.25,true,3,0.86
17:51:03,ale,21,23.74,3,0,-1.00,false,3,0.3
17:51:03,Maria ,26,23.74,3,0,3.25,true,3,0.86
17:51:18,Lucia,25,23.95,4,1,-1.00,false,3,0.3
17:51:23,Lucia,25,24.23,4,2,1.99,true,3,0.92
17:51:31,felipe,20,22.87,4,1,0.56,true,3,1
17:51:36,ale,21,22.49,4,1,4.48,true,3,0.83
17:52:01,Maria ,26,22.76,4,1,3.25,true,3,0.86
17:52:16,ale,21,22.74,4,1,3.02,true,3,0.87
17:52:19,Lucia,25,22.88,4,1,3.25,true,3,0.86
17:52:55,felipe,20,22.57,4,1,0.85,true,3,1
17:53:02,Maria ,26,22.85,4,1,3.74,true,3,0.85
17:53:03,ale,21,22.7,4,1,3.02,true,3,0.87
17:53:22,Lucia,25,22.91,4,1,1.86,true,3,0.93
17:53:31,felipe,20,22.6,4,1,0.97,true,3,1
17:54:02,Maria ,26,22.88,4,1,3.74,true,3,0.85
17:54:03,ale,21,22.74,4,1,3.02,true,3,0.87
17:54:18,Lucia,25,22.91,4,1,1.86,true,3,0.93
17:54:31,felipe,20,22.6,4,1,0.97,true,3,1
17:55:19,Lucia,25,22.8,4,1,2.28,true,3,0.9
17:55:31,felipe,20,22.3,4,1,0.97,true,3,1
17:55:37,ale,21,22.01,4,1,3.02,true,3,0.87
17:55:38,Maria ,26,22.74,4,1,3.02,true,3,0.87
17:56:04,ale,21,22.74,4,1,3.02,true,3,0.87
17:56:09,Maria ,26,22.75,4,1,2.82,true,3,0.88
17:56:22,Lucia,25,22.92,4,1,2.28,true,3,0.9
17:56:31,felipe,20,22.61,4,1,0.97,true,3,1
17:57:18,Lucia,25,22.84,4,1,1.86,true,3,0.93
17:57:31,felipe,20,22.34,4,1,0.56,true,3,1
17:58:19,Lucia,25,22.65,4,1,1.74,true,3,0.93
17:58:31,felipe,20,21.97,2,1,0.61,true,3,1
17:59:22,Lucia,25,22.41,2,0,1.74,true,3,0.93
17:59:31,felipe,20,21.97,2,1,0.61,true,3,1
18:00:18,Lucia,25,22.37,2,0,2.28,true,3,0.9
18:01:05,felipe,20,21.93,2,1,0.61,true,3,1
18:01:19,Lucia,25,22.37,2,0,2.28,true,3,0.9
18:01:31,felipe,20,21.93,2,1,0.97,true,3,1
