timestamp,userName,requestedTemp,objectiveTemp,numUsers,numHappyUsers,distanceToBeacon,inside,lastNumberOfBeeps,lastCalculatedWeight
15:58:24,Maria ,26,23.04,4,1,2.62,true,3,0.89
15:58:25,ale,21,22.88,4,1,0.51,true,3,1
15:59:14,Maria ,26,23.16,4,1,2.62,true,3,0.89
15:59:23,Lucia,25,23.33,4,1,1.63,true,3,0.94
15:59:26,ale,21,23.13,4,1,0.51,true,3,1
15:59:35,felipe,20,22.88,4,1,0.72,true,3,1
15:59:55,Maria ,26,22.89,4,1,2.28,true,3,0.9
16:00:26,ale,21,22.7,4,1,0.30,true,3,1
16:00:26,Lucia,25,22.89,4,1,1.86,true,3,0.93
16:00:33,felipe,20,22.65,4,1,0.85,true,3,1
16:01:23,Lucia,25,22.68,4,1,1.86,true,3,0.93
16:01:24,felipe,20,22.4,4,1,0.85,true,3,1
16:01:27,ale,21,22.27,4,1,0.30,true,3,1
16:01:29,Maria ,26,22.88,4,1,2.62,true,3,0.89
16:02:24,Maria ,26,23.16,4,1,2.62,true,3,0.89
16:02:26,Lucia,25,23.3,4,1,2.28,true,3,0.9
16:02:26,ale,21,23.11,4,1,0.51,true,3,1
16:02:35,felipe,20,22.86,4,1,0.97,true,3,1
16:03:24,felipe,20,22.57,4,1,0.51,true,3,1
16:03:24,Maria ,26,22.8,4,1,4.02,true,3,0.84
16:03:25,ale,21,22.65,4,1,0.51,true,3,1
16:03:26,Lucia,25,22.84,4,1,1.74,true,3,0.93
16:04:23,Lucia,25,23.04,4,1,1.74,true,3,0.93
16:04:24,felipe,20,22.76,4,1,0.51,true,3,1
16:04:24,Maria ,26,23.07,4,1,1.74,true,3,0.93
16:04:26,ale,21,22.91,4,1,0.25,true,3,1
16:05:13,Maria ,26,23.2,4,1,1.74,true,3,0.93
16:05:23,Lucia,25,23.33,4,1,2.45,true,3,0.89
16:05:26,ale,21,23.13,4,1,0.25,true,3,1
16:05:54,Maria ,26,23.19,4,1,0.43,true,3,1
16:05:58,felipe,20,22.94,4,1,0.51,true,3,1
16:06:24,felipe,20,22.65,4,1,0.51,true,3,1
16:06:25,ale,21,22.5,4,1,0.43,true,3,1
16:06:26,Lucia,25,22.69,4,1,2.45,true,3,0.89
16:06:54,Maria ,26,22.94,4,1,0.43,true,3,1
16:07:23,Lucia,25,23.13,4,1,2.28,true,3,0.9
16:07:24,felipe,20,22.85,4,1,0.51,true,3,1
16:07:25,ale,21,22.69,4,1,0.22,true,3,1
16:07:54,Maria ,26,22.95,4,1,0.43,true,3,1
16:08:23,Lucia,25,23.13,4,1,2.62,true,3,0.89
16:08:24,felipe,20,22.84,4,1,0.51,true,3,1
16:08:25,ale,21,22.69,4,1,0.22,true,3,1
16:09:24,felipe,20,22.14,4,1,0.51,true,3,1
16:09:26,Lucia,25,22.4,4,1,2.62,true,3,0.89
16:09:27,ale,21,22.27,4,1,0.17,true,3,1
